id_nspn,date_homework,event,ppq_01_quality_time,ppq_02_attend_school,ppq_03_affection,ppq_04_get_me,ppq_05_comforted,ppq_06_angry_listen,ppq_07_praised,ppq_08_ideas_encouraged,ppq_09_priority,ppq_10_loved,ppq_11_listened_to,ppq_12_contact,ppq_13_home_safe,ppq_14_opinions_valued,ppq_15_talked_important,ppq_16_privacy_respected,ppq_17_friends_welcomed,ppq_18_clothes,ppq_19_pocket_money,ppq_20_ask,ppq_21_achieve,ppq_22_cared_unwell,ppq_23_skills,ppq_24_advice,ppq_25_learn_school,ppq_26_progress,ppq_positive_parenti_v_16
35287,30/07/2014,Home Questionnaire Pack 2,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,Rarely,Mostly,Always,Always,Always,Always,Always,Always,Complete
35287,08/09/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
35295,26/08/2013,Home Questionnaire Pack 1,Mostly,Always,Mostly,Always,Mostly,Mostly,Always,Always,Sometimes,Always,Mostly,Always,Always,Sometimes,Sometimes,Mostly,Mostly,Always,Mostly,Sometimes,Always,Always,Mostly,Mostly,Always,Always,Complete
35311,13/08/2013,Home Questionnaire Pack 1,Rarely,Mostly,Sometimes,Always,Sometimes,Sometimes,Mostly,Mostly,Sometimes,Always,Sometimes,Mostly,Mostly,Sometimes,Sometimes,Sometimes,Mostly,Always,Always,Mostly,Always,Mostly,Mostly,Mostly,Always,Always,Complete
35311,15/09/2014,Home Questionnaire Pack 2,Sometimes,Mostly,Sometimes,Mostly,Sometimes,Rarely,Mostly,Mostly,Sometimes,Always,Sometimes,Sometimes,Mostly,Sometimes,Sometimes,Mostly,Mostly,Mostly,Always,Mostly,Mostly,Mostly,Mostly,Sometimes,Mostly,Mostly,Complete
35311,03/09/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
35337,06/08/2013,Home Questionnaire Pack 1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
35337,14/07/2014,Home Questionnaire Pack 2,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
35337,04/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
35352,06/08/2013,Home Questionnaire Pack 1,Rarely,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Sometimes,Sometimes,Mostly,Always,Rarely,Sometimes,Sometimes,Mostly,Complete
35352,19/08/2014,Home Questionnaire Pack 2,Rarely,Sometimes,Sometimes,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Complete
35352,24/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
35360,03/08/2013,Home Questionnaire Pack 1,Mostly,Always,Sometimes,Always,Sometimes,Mostly,Sometimes,Mostly,Mostly,Mostly,Mostly,Always,Always,Mostly,Mostly,Mostly,Always,Always,Always,Mostly,Always,Always,Mostly,Mostly,Always,Always,Complete
35386,13/08/2013,Home Questionnaire Pack 1,Sometimes,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
35386,24/08/2014,Home Questionnaire Pack 2,Sometimes,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
35394,26/09/2013,Home Questionnaire Pack 1,Sometimes,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Complete
35394,11/09/2014,Home Questionnaire Pack 2,Sometimes,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Complete
35394,23/06/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
35402,04/08/2013,Home Questionnaire Pack 1,Sometimes,Mostly,Mostly,Always,Always,Mostly,Always,Mostly,Mostly,Mostly,Mostly,Always,Always,Mostly,Mostly,Mostly,Always,Always,Rarely,Rarely,Mostly,Always,Mostly,Mostly,Mostly,Mostly,Complete
35410,05/08/2013,Home Questionnaire Pack 1,Sometimes,Rarely,Sometimes,Mostly,Sometimes,Sometimes,Always,Mostly,Mostly,Mostly,Mostly,Always,Always,Always,Mostly,Mostly,Mostly,Sometimes,Rarely,Mostly,Always,Mostly,Mostly,Mostly,Mostly,Always,Complete
35410,14/08/2014,Home Questionnaire Pack 2,Sometimes,Mostly,Mostly,Always,Mostly,Always,Mostly,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
35410,18/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
35428,08/08/2013,Home Questionnaire Pack 1,Sometimes,Mostly,Sometimes,Mostly,Always,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Always,Always,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Always,Always,Mostly,Mostly,Mostly,Always,Complete
35428,03/08/2014,Home Questionnaire Pack 2,Sometimes,Sometimes,Sometimes,Mostly,Mostly,Mostly,Mostly,Sometimes,Sometimes,Mostly,Sometimes,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Sometimes,Rarely,Sometimes,Mostly,Sometimes,Sometimes,Sometimes,Sometimes,Complete
35428,26/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
35451,19/08/2013,Home Questionnaire Pack 1,Mostly,Always,Sometimes,Always,Sometimes,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Complete
35451,01/08/2014,Home Questionnaire Pack 2,Mostly,Always,Sometimes,Always,Mostly,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
35451,17/06/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
35469,04/08/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Sometimes,Always,Mostly,Mostly,Mostly,Always,Mostly,Always,Always,Always,Always,Mostly,Mostly,Always,Always,Always,Always,Mostly,Always,Always,Mostly,Mostly,Always,Always,Complete
35469,24/07/2014,Home Questionnaire Pack 2,Sometimes,Mostly,Sometimes,Mostly,Mostly,Sometimes,Always,Mostly,Mostly,Always,Mostly,Mostly,Always,Mostly,Mostly,Mostly,Always,Always,Always,Mostly,Always,Always,Mostly,Mostly,Always,Always,Complete
35469,05/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
35477,19/08/2013,Home Questionnaire Pack 1,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
35477,01/08/2014,Home Questionnaire Pack 2,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
35477,18/06/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
35485,11/08/2013,Home Questionnaire Pack 1,Sometimes,Always,Sometimes,Mostly,Mostly,Sometimes,Sometimes,Mostly,Sometimes,Sometimes,Mostly,Always,Always,Mostly,Sometimes,Rarely,Always,Always,Mostly,Sometimes,Always,Always,Mostly,Mostly,Always,Always,Complete
35485,21/07/2014,Home Questionnaire Pack 2,Sometimes,Always,Sometimes,Always,Mostly,Mostly,Mostly,Sometimes,Sometimes,Always,Mostly,Always,Always,Sometimes,Mostly,Sometimes,Always,Always,Mostly,Sometimes,Always,Always,Mostly,Sometimes,Always,Always,Complete
35485,02/09/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
35501,03/08/2013,Home Questionnaire Pack 1,Sometimes,Always,Always,Mostly,Always,Sometimes,Always,Always,Mostly,Always,Always,Always,Always,Mostly,Sometimes,Always,Always,Always,Rarely,Mostly,Always,Always,Always,Always,Always,Always,Complete
35501,10/08/2014,Home Questionnaire Pack 2,Rarely,Always,Sometimes,Mostly,Sometimes,Rarely,Mostly,Sometimes,Sometimes,Always,Sometimes,Always,Always,Sometimes,Sometimes,Mostly,Always,Always,Rarely,Mostly,Always,Always,Mostly,Mostly,Always,Always,Complete
35501,10/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
35519,03/08/2013,Home Questionnaire Pack 1,Sometimes,Mostly,Sometimes,Mostly,Mostly,Always,Sometimes,Mostly,Mostly,Always,Mostly,Always,Always,Sometimes,Sometimes,Sometimes,Always,Always,Rarely,Always,Always,Always,Always,Always,Always,Always,Complete
35519,28/07/2014,Home Questionnaire Pack 2,Sometimes,Always,Sometimes,Mostly,Mostly,Mostly,Sometimes,Sometimes,Mostly,Always,Mostly,Always,Always,Mostly,Mostly,Mostly,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Complete
35519,23/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
35527,11/08/2013,Home Questionnaire Pack 1,Sometimes,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Mostly,Always,Always,Mostly,Mostly,Always,Always,Sometimes,Mostly,Always,Always,Mostly,Mostly,Always,Always,Complete
35527,23/12/2014,Home Questionnaire Pack 2,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
35535,29/08/2013,Home Questionnaire Pack 1,Rarely,Sometimes,Mostly,Always,Sometimes,Always,Mostly,Mostly,Sometimes,Mostly,Always,Always,Always,Sometimes,Mostly,Sometimes,Sometimes,Always,Mostly,Mostly,Always,Mostly,Mostly,Sometimes,Always,Always,Complete
35535,06/08/2014,Home Questionnaire Pack 2,Sometimes,Mostly,Sometimes,Sometimes,Mostly,Mostly,Always,Mostly,Mostly,Mostly,Mostly,Always,Mostly,Mostly,Sometimes,Sometimes,Mostly,Always,Mostly,Sometimes,Always,Always,Mostly,Sometimes,Always,Always,Complete
35535,21/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
35550,29/08/2013,Home Questionnaire Pack 1,Mostly,Always,Always,Always,Always,Sometimes,Always,Always,Mostly,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Complete
35550,31/08/2014,Home Questionnaire Pack 2,Sometimes,Always,Sometimes,Always,Always,Rarely,Sometimes,Sometimes,Sometimes,Mostly,Mostly,Always,Always,Mostly,Mostly,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Complete
35550,11/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
35584,05/08/2013,Home Questionnaire Pack 1,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Sometimes,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Always,Complete
35584,22/06/2015,Home Questionnaire Pack 2,Always,Mostly,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Rarely,Mostly,Always,Always,Always,Always,Always,Always,Complete
35600,06/08/2013,Home Questionnaire Pack 1,Sometimes,Mostly,Always,Rarely,Mostly,Sometimes,Rarely,Always,Sometimes,Mostly,Sometimes,Mostly,Rarely,Sometimes,Sometimes,Mostly,Always,Sometimes,Rarely,Sometimes,Always,Sometimes,Sometimes,Rarely,Always,Always,Complete
35600,18/07/2014,Home Questionnaire Pack 2,Rarely,Mostly,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Mostly,Mostly,Sometimes,Mostly,Mostly,Mostly,Mostly,Rarely,Sometimes,Always,Mostly,Sometimes,Sometimes,Always,Mostly,Complete
35600,19/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
35618,06/08/2013,Home Questionnaire Pack 1,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Complete
35618,03/08/2014,Home Questionnaire Pack 2,Mostly,Always,Rarely,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
35618,25/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
35626,05/08/2013,Home Questionnaire Pack 1,Mostly,Mostly,Mostly,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
35634,05/08/2013,Home Questionnaire Pack 1,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Always,Rarely,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Always,Always,Always,Mostly,Always,Always,Sometimes,Rarely,Always,Always,Complete
35634,15/07/2014,Home Questionnaire Pack 2,Rarely,Rarely,Rarely,Mostly,Sometimes,Sometimes,Sometimes,Mostly,Mostly,Always,Sometimes,Always,Always,Always,Mostly,Always,Always,Always,Always,Sometimes,Always,Always,Sometimes,Sometimes,Always,Always,Complete
35634,19/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
35675,05/08/2013,Home Questionnaire Pack 1,Mostly,Mostly,Always,Always,Always,Mostly,Always,Sometimes,Mostly,Always,Mostly,Always,Always,Mostly,Mostly,Always,Always,Always,Sometimes,Mostly,Always,Mostly,Mostly,Mostly,Always,Always,Complete
35675,15/07/2014,Home Questionnaire Pack 2,Sometimes,Mostly,Mostly,Mostly,Mostly,Sometimes,Mostly,Sometimes,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Always,Always,Always,Rarely,Mostly,Always,Mostly,Mostly,Mostly,Always,Always,Complete
35675,14/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
35691,05/08/2013,Home Questionnaire Pack 1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Complete
35709,14/01/2014,Home Questionnaire Pack 1,Sometimes,Mostly,Sometimes,Always,Sometimes,Mostly,Sometimes,Always,Always,Sometimes,Mostly,Always,Always,Always,Always,Rarely,Mostly,Always,Mostly,Mostly,Always,Always,Always,Sometimes,Always,Always,Complete
35717,05/07/2013,Home Questionnaire Pack 1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
35717,14/07/2014,Home Questionnaire Pack 2,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
35717,17/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
35758,07/08/2013,Home Questionnaire Pack 1,Rarely,Rarely,Sometimes,Mostly,Sometimes,Mostly,Always,Mostly,Always,Mostly,Mostly,Always,Mostly,Mostly,Always,Always,Mostly,Always,Always,Always,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Complete
35758,20/05/2016,Home Questionnaire Pack 2,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
35766,11/08/2013,Home Questionnaire Pack 1,Always,Always,Rarely,Mostly,Always,Mostly,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Mostly,Mostly,Always,Always,Always,Always,Always,Always,Complete
35782,08/08/2013,Home Questionnaire Pack 1,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
35782,21/05/2016,Home Questionnaire Pack 2,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
35790,07/08/2013,Home Questionnaire Pack 1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
35808,15/08/2013,Home Questionnaire Pack 1,Mostly,Always,Mostly,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Mostly,Mostly,Mostly,Mostly,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Complete
35808,07/08/2014,Home Questionnaire Pack 2,Mostly,Always,Mostly,Always,Always,Always,Always,Mostly,Always,Always,Always,Mostly,Always,Always,Always,Mostly,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Complete
35808,08/08/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
35816,15/08/2013,Home Questionnaire Pack 1,Rarely,Mostly,Rarely,Mostly,Rarely,Sometimes,Sometimes,Mostly,Sometimes,Sometimes,Sometimes,Sometimes,Mostly,Mostly,Sometimes,Sometimes,Mostly,Always,Mostly,Sometimes,Always,Always,Sometimes,Sometimes,Always,Mostly,Complete
35816,01/09/2014,Home Questionnaire Pack 2,Rarely,Mostly,Rarely,Always,Sometimes,Sometimes,Sometimes,Mostly,Sometimes,Sometimes,Sometimes,Mostly,Mostly,Sometimes,Sometimes,Sometimes,Mostly,Always,Mostly,Sometimes,Mostly,Mostly,Sometimes,Sometimes,Always,Mostly,Complete
35824,07/08/2013,Home Questionnaire Pack 1,Mostly,Mostly,Mostly,Always,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Always,Mostly,Mostly,Mostly,Always,Always,Sometimes,Mostly,Mostly,Always,Mostly,Mostly,Mostly,Mostly,Complete
35840,07/08/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Always,Always,Mostly,Mostly,Always,Sometimes,Mostly,Mostly,Always,Always,Always,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Complete
35840,14/07/2014,Home Questionnaire Pack 2,Sometimes,Sometimes,Mostly,Mostly,Sometimes,Rarely,Mostly,Sometimes,Mostly,Mostly,Sometimes,Mostly,Always,Sometimes,Sometimes,Mostly,Mostly,Mostly,Sometimes,Sometimes,Mostly,Sometimes,Mostly,Mostly,Mostly,Mostly,Complete
35840,11/09/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
35881,01/09/2013,Home Questionnaire Pack 1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Rarely,Always,Always,Always,Always,Always,Always,Always,Complete
35881,15/08/2014,Home Questionnaire Pack 2,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
35881,13/10/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
35907,21/08/2013,Home Questionnaire Pack 1,Mostly,Mostly,Mostly,Mostly,Mostly,Sometimes,Mostly,Mostly,Always,Always,Mostly,Always,Always,Mostly,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Complete
35907,18/03/2015,Home Questionnaire Pack 2,Sometimes,Mostly,Always,Always,Mostly,Sometimes,Mostly,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Mostly,Always,Always,Complete
35907,13/10/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
35915,08/08/2013,Home Questionnaire Pack 1,Sometimes,Always,Mostly,Mostly,Always,Sometimes,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Mostly,Mostly,Always,Always,Always,Always,Always,Always,Complete
35915,26/07/2014,Home Questionnaire Pack 2,Mostly,Mostly,Mostly,Mostly,Mostly,Sometimes,Mostly,Mostly,Mostly,Always,Mostly,Mostly,Always,Mostly,Mostly,Sometimes,Mostly,Always,Sometimes,Mostly,Always,Always,Mostly,Mostly,Always,Always,Complete
35915,28/09/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
35923,08/08/2013,Home Questionnaire Pack 1,Mostly,Mostly,Always,Rarely,Mostly,Sometimes,Mostly,Sometimes,Sometimes,Mostly,Rarely,Sometimes,Always,Sometimes,Rarely,Sometimes,Sometimes,Mostly,Mostly,Rarely,Always,Always,Always,Always,Always,Always,Complete
35923,19/09/2015,Home Questionnaire Pack 2,Always,Always,Always,Sometimes,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Sometimes,Always,Mostly,Mostly,Always,Always,Always,Always,Always,Always,Complete
35931,16/08/2013,Home Questionnaire Pack 1,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Sometimes,Mostly,Always,Always,Always,Always,Always,Always,Complete
35949,09/08/2013,Home Questionnaire Pack 1,Mostly,Sometimes,Sometimes,Always,Always,Mostly,Mostly,Mostly,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Complete
35956,08/08/2013,Home Questionnaire Pack 1,Sometimes,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Sometimes,Sometimes,.a,Always,Sometimes,Rarely,Mostly,Rarely,Sometimes,Sometimes,Sometimes,Complete
35964,09/08/2013,Home Questionnaire Pack 1,Always,Mostly,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Mostly,Mostly,Mostly,Always,Always,Mostly,Mostly,Always,Always,Mostly,Mostly,Always,Always,Complete
35964,26/07/2014,Home Questionnaire Pack 2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,Always,Always,Always,Always,Always,Always,Complete
35964,20/09/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
35980,26/08/2013,Home Questionnaire Pack 1,Always,Always,Always,Mostly,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Mostly,Mostly,Mostly,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Complete
35980,23/06/2015,Home Questionnaire Pack 2,Mostly,Mostly,Mostly,Always,Mostly,Mostly,Mostly,Always,Mostly,Always,Mostly,Always,Always,Mostly,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Complete
35998,13/08/2013,Home Questionnaire Pack 1,Sometimes,Rarely,Sometimes,Mostly,Mostly,Sometimes,Mostly,Mostly,Mostly,Sometimes,Sometimes,Sometimes,Always,Mostly,Mostly,Mostly,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,Complete
36012,09/08/2013,Home Questionnaire Pack 1,Sometimes,Mostly,Rarely,Rarely,Sometimes,Rarely,Rarely,Mostly,Mostly,Mostly,Sometimes,Always,Mostly,Sometimes,Sometimes,Always,Mostly,Always,Always,Always,Mostly,Mostly,Mostly,Mostly,Always,Always,Complete
36038,08/08/2013,Home Questionnaire Pack 1,Always,Mostly,Always,Always,Always,Mostly,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Mostly,Mostly,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Complete
36038,10/08/2014,Home Questionnaire Pack 2,Mostly,Always,Always,Always,Always,Mostly,Mostly,Always,Always,Always,Always,Always,Always,Mostly,Mostly,Mostly,Mostly,Always,Sometimes,Sometimes,Always,Always,Mostly,Sometimes,Mostly,Always,Complete
36038,02/09/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
36053,13/08/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Sometimes,Always,Mostly,Mostly,Always,Always,Always,Always,Mostly,Always,Always,Always,Rarely,Always,Always,Always,Always,Always,Mostly,Always,Rarely,Sometimes,Always,Always,Complete
36053,17/08/2014,Home Questionnaire Pack 2,Sometimes,Sometimes,Mostly,Always,Mostly,Always,Always,Always,Always,Always,Mostly,Mostly,Always,Always,Mostly,Always,Always,Always,Always,Always,Sometimes,Always,Rarely,Sometimes,Sometimes,Always,Complete
36053,12/09/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
36061,12/08/2013,Home Questionnaire Pack 1,Mostly,Mostly,Sometimes,Always,Mostly,Always,Always,Always,Mostly,Always,Mostly,Always,Always,Mostly,Mostly,Mostly,Sometimes,Always,Sometimes,Always,Always,Always,Mostly,Always,Always,Always,Complete
36079,08/08/2013,Home Questionnaire Pack 1,Mostly,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
36079,06/06/2016,Home Questionnaire Pack 2,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
36087,02/09/2013,Home Questionnaire Pack 1,Mostly,Mostly,Always,Always,Mostly,Mostly,Sometimes,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Complete
36095,09/08/2013,Home Questionnaire Pack 1,Sometimes,Mostly,Sometimes,Mostly,Mostly,Rarely,Sometimes,Sometimes,Mostly,Mostly,Sometimes,Mostly,Mostly,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Mostly,Mostly,Sometimes,Sometimes,Sometimes,Mostly,Mostly,Complete
36095,29/07/2014,Home Questionnaire Pack 2,Rarely,Always,Sometimes,Mostly,Mostly,Sometimes,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Sometimes,Mostly,Always,Always,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Complete
36095,20/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
36111,08/08/2013,Home Questionnaire Pack 1,Sometimes,Mostly,Sometimes,Sometimes,Mostly,Sometimes,Mostly,Mostly,Mostly,Always,Sometimes,Always,Always,Mostly,Sometimes,Always,Sometimes,Always,Always,Sometimes,Always,Always,Mostly,Always,Always,Always,Complete
36111,22/07/2014,Home Questionnaire Pack 2,Sometimes,Mostly,Rarely,Sometimes,Mostly,Sometimes,Mostly,Mostly,Always,Mostly,Sometimes,Always,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Mostly,Sometimes,Always,Always,Mostly,Mostly,Always,Always,Complete
36111,25/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
